step,pv,prompt_sha1,prompt_head,bf16_correct,nvfp4_correct,n,bf16_min_status,bf16_max_status,nvfp4_min_status,nvfp4_max_status,bf16_min_len,nvfp4_min_len
85,84,d67ea56041d2,Compute \[\frac{(1 + 17) \left( 1 + \dfrac{17}{2} \right) \left( 1 + \dfrac{17}{,6,0,8,completed,completed,completed,completed,2670,2712
85,84,7f2f1bb60ef4,"Compute the expected sum of elements in a subset of $\{1, 2, 3, \ldots, 2020\}$ ",4,3,8,completed,completed,completed,completed,1857,1780
85,84,3cfb95d31116,Evaluate the sum $\sum_{k=0}^{\infty}\left(3\cdot\frac{\ln(4k+2)}{4k+2}-\frac{\l,0,1,8,completed,completed,completed,completed,4281,3454
85,84,1a3051d99411,Find the minimum value of \( \sum_{i=1}^{10} \sum_{j=1}^{10} \sum_{k=1}^{10}|k(x,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4421,4727
85,84,48c005ec8a7f,"For some integer $m$, the polynomial $x^3 - 2011x + m$ has the three integer roo",0,0,8,truncated_length,truncated_length,completed,truncated_length,3894,2234
85,84,af68ecd19af0,How many positive integers $n \leq 100$ satisfy $\lfloor n\pi \rfloor = \lfloor ,0,0,8,truncated_length,truncated_length,completed,truncated_length,5082,2685
85,84,6d2279e5d922,Triangle $ABC$ is  isosceles with $AC = BC$ and $\angle ACB = 106^\circ.$ Point ,4,2,8,truncated_length,completed,truncated_length,truncated_length,5887,5344
85,84,ff548c1a9b86,"Using the digits 1, 2, 3, 4, 5, how many even three-digit numbers less than 500 ",0,0,8,completed,completed,completed,completed,1151,1273
86,85,e446635f7736,A right circular cone has a height equal to three times its base radius and has ,1,1,8,completed,completed,truncated_length,completed,4390,6004
86,85,41f7fe7c39d2,"Elisa swims laps in the pool. When she first started, she completed $10$ laps in",0,0,8,completed,completed,completed,completed,869,705
86,85,1690f9ad1f1b,Find the least positive integer $n$ such that $$\frac 1{\sin 45^\circ\sin 46^\ci,0,1,8,truncated_length,truncated_length,truncated_length,completed,4775,4716
86,85,28f8dbc1816f,"Given an infinite cone, the measure of its unfolding's angle is equal to $\alpha",0,2,8,truncated_length,truncated_length,completed,truncated_length,5988,4358
86,85,31d99e634358,"In a solid sphere of radius $R$ the density $\rho$ is a function of $r$, the dis",4,3,8,completed,completed,completed,completed,3379,2634
86,85,bf4fd7e19df9,"The diagram below shows $\triangle ABC$ with area $64$, where $D, E$, and $F$ ar",0,0,8,truncated_length,completed,completed,truncated_length,4862,3010
86,85,2749b9670fc0,The ratio of the interior angles of two regular polygons with sides of unit leng,1,2,8,completed,completed,completed,completed,3161,2704
86,85,c9c09390d5e1,The sequence of digits   $1~2~3~4~5~6~7~8~9~1~0~1~1~1~2~1~3~1~4~1~5~1~6~1~7~1~8~,0,1,8,truncated_length,truncated_length,completed,completed,5076,3979
87,86,6b178ee4f02a,"A finite sequence of positive integers $m_i$ for $i = 1, 2, \ldots, 2006$ is def",3,2,8,completed,completed,completed,completed,2139,2227
87,86,7488da0dfe2e,"A lucky year is one in which at least one date, when written in the form month/d",0,0,8,completed,completed,completed,completed,1868,3140
87,86,7df275ede39f,Each face of a cube is given a single narrow stripe painted from the center of o,0,1,8,completed,completed,completed,completed,7784,6230
87,86,51536b8cd001,Find the number of values of $x$ such that the area of the isosceles triangle wi,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4854,5105
87,86,50b4e28d6f7d,"Let $AX$ be a diameter of a circle $\Omega$ with radius $10$, and suppose that $",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4923,4640
87,86,75519a977929,"Let $a$, $b$, $c$ be the three sides of a triangle, and let $\alpha$, $\beta$, $",4,0,8,completed,completed,completed,completed,3990,3775
87,86,49e27c1e46ab,"Milo rolls five fair dice, which have 4, 6, 8, 12, and 20 sides respectively, an",0,0,8,completed,completed,truncated_length,truncated_length,2604,6201
87,86,0e512171c1f0,What is the sum of all positive integers $n$ that satisfy $$\mathop{\text{lcm}}[,7,1,8,completed,completed,truncated_length,completed,3745,4016
88,87,6ecf985fb48e,A number $n$ is called multiplicatively perfect if the product of all the positi,0,0,8,completed,completed,completed,completed,1512,2703
88,87,4f998f0b410e,"Eight politicians stranded on a desert island on January 1st, 1991, decided to e",2,1,8,completed,completed,completed,completed,3212,2597
88,87,305e7b52009c,"If \(\log (xy^3) = 1\) and \(\log (x^2y) = 1\), find the value of \(\log (xy)\).",0,0,8,completed,completed,completed,completed,1421,1297
88,87,c335ac22f758,Let $a$ be a positive real number such that \(4a^2+\frac{1}{a^2}=117.\) Find \(8,4,1,8,completed,completed,truncated_length,completed,2315,4018
88,87,0260079a8517,"Let f be a function from $\{1, 2, . . . , 22\}$ to the positive integers such th",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4800,5097
88,87,33a66c098ed8,"On triangle $ABC$, let $D$ be the point on $AB$ such that $CD$ is an altitude of",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4817,4555
88,87,e7ca9359413e,Three spheres are all externally tangent to a plane and to each other. Suppose t,2,2,8,completed,completed,truncated_length,completed,4137,5313
88,87,d1467f5ac622,What is the $22^{\text{nd}}$ positive integer $n$ such that $22^n$ ends in a $2$,0,0,8,completed,completed,completed,completed,2065,1408
89,88,728b6a353bd3,A polynomial $p$ can be written as  \begin{align*} p(x) = x^6+3x^5-3x^4+ax^3+bx^,0,0,8,truncated_length,completed,completed,completed,4224,2608
89,88,16c8f9463baf,Determine all four-digit numbers $\overline{abcd}$ such that  $$a(a+b+c+d)(a^{2},0,0,8,truncated_length,truncated_length,completed,truncated_length,3856,4249
89,88,3df841bb069c,Each different letter in the following addition represents a different decimal d,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4250,4175
89,88,dcae63f3d256,"Let line $AC$ be perpendicular to line $CE$. Connect $A$ to $D$, the midpoint of",0,0,8,completed,completed,completed,completed,3580,3050
89,88,b1da15584892,"The adjoining figure shows two intersecting chords in a circle, with $B$ on mino",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,5733,5805
89,88,70c887c3bf6e,"Triangle $ABC$ has vertices $A(0,8)$, $B(2,0)$, $C(8,0)$.  A vertical line inter",1,0,8,completed,completed,completed,completed,2498,2283
89,88,5e8bb1182861,"Vernonia High School has 85 seniors, each of whom plays on at least one of the s",0,0,8,completed,completed,completed,completed,1257,1458
89,88,21d0bc92b9e7,What is the sum of all two-digit positive integers whose squares end with the di,0,0,8,completed,completed,completed,completed,4086,1923
90,89,d0dc571ef254,"Consider all pairs of points $(a, b, c)$ and $(d, e, f)$ in the $3$-D coordinate",6,5,8,completed,completed,completed,completed,2925,3788
90,89,aa2c2d11e675,"Each unit square of a $4 \times 4$ square grid is colored either red, green, or ",0,0,8,completed,completed,completed,completed,4450,5627
90,89,daa544153015,"Find the number of pairs \((m,n)\) of integers with \(-2014 \le m,n \le 2014\) s",1,0,8,completed,completed,truncated_length,truncated_length,4080,5802
90,89,7182d97ac35e,"Given a finite sequence $S=(a_1,a_2,\cdots ,a_n)$ of $n$ real numbers, let $A(S)",3,0,8,completed,completed,completed,completed,4231,3497
90,89,11d80e21eff6,"Inside square \(ABCD\) with side \(s\), quarter-circle arcs with radii \(s\) and",2,3,8,completed,completed,completed,completed,2298,2632
90,89,bc5772dc3e36,"Let $S$ be the set of triples $(a,b,c)$ of non-negative integers such that $a+b+",1,0,8,completed,completed,completed,completed,3315,2678
90,89,11c48ce652b3,Let $\mathbb{Z}_{>0}$ be the set of positive integers. Determine all functions $,0,0,8,completed,truncated_length,truncated_length,truncated_length,4527,4985
90,89,5b69ea78c94d,Let $a$ and $b$ be positive real numbers satisfying $$a -12b = 11  -\frac{100}{a,2,0,8,completed,completed,completed,completed,1966,2228
91,90,7ac7113f3fbd,"A number is called ""cool"" if the sum of its digits is a multiple of $17$, and th",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4266,5177
91,90,8fba82f9a559,"All of David's telephone numbers have the form $555-abc-defg$, where $a$, $b$, $",4,1,8,completed,completed,completed,completed,1072,932
91,90,627adc7311e3,"Calculate the number of ways of choosing $4$ numbers from the set ${1,2,\cdots ,",0,0,8,completed,completed,completed,completed,1408,1432
91,90,6f0bf3f1e623,"Consider all pairs of points $(a,b,c)$ and $(d,e,f)$ in the 3-D coordinate syste",4,4,8,completed,completed,truncated_length,completed,2688,4363
91,90,efc2961bf716,"Find all functions $f\colon(0,\infty)\to(0,\infty)$ such that $\frac{f(p)^2+f(q)",0,0,8,truncated_length,completed,truncated_length,completed,5360,4790
91,90,35ca54ba853c,"One morning, each member of Manjul’s family drank an $8$-ounce mixture of coffee",0,0,8,truncated_length,completed,completed,truncated_length,4152,3266
91,90,b2a7bb4eebf8,"Three circles, with radii of $1, 1$, and $2$, are externally tangent to each oth",0,0,8,truncated_length,completed,completed,truncated_length,7112,3095
91,90,7f73fabf3f4d,What is the $22\text{nd}$ positive integer $n$ such that $22^n$ ends in a $2$? (,0,0,8,completed,completed,completed,completed,1840,1613
92,91,dd33f906f20b,"A hexagon inscribed in a circle has three consecutive sides, each of length 3, a",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,5455,5693
92,91,9d1eb452e438,A house and a store were each sold for $\$12000$. The house was sold at a loss o,0,0,8,completed,completed,completed,completed,1425,946
92,91,575ec1faeaae,"Find the smallest possible sum $a + b + c + d + e$ where $a, b, c, d,$ and $e$ a",0,0,8,completed,truncated_length,completed,completed,3288,3523
92,91,da3cf21e4d0a,"How many non-negative integer triples $(m,n,k)$ are there such that $m^3 - n^3 =",1,1,8,truncated_length,completed,completed,completed,3562,3001
92,91,08574ef644e9,"If each of the variables represents a different digit, what is the value of $a+b",0,0,8,completed,completed,completed,completed,2347,2445
92,91,cd851c83284f,Let $\triangle ABC$ be equilateral with integer side length. Point $X$ lies on $,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,4645,4573
92,91,7bfa3cf409c7,The Pythagoras High School band has $100$ female and $80$ male members. The Pyth,0,0,8,completed,completed,completed,completed,1636,1469
92,91,c888b03d945d,The circle with radius $4$ passing through points $A$ and $B$ is tangent to anot,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,5581,5441
93,92,c7f5f3344a10,Find the number of perfect squares of five digits whose last two digits are equa,0,0,8,truncated_length,completed,truncated_length,completed,4751,4201
93,92,0f12c21a4112,"Given any two positive real numbers $x$ and $y$, the operation $x \Diamond y$ is",1,1,8,completed,completed,completed,completed,3928,5264
93,92,f8cf4f3505cc,How many triangles are in the figure to the right? [asy] defaultpen(linewidth(0.,0,0,8,completed,completed,completed,completed,3342,2568
93,92,d9123dd6eeed,"If $n$ is a positive even number, find the last two digits of $(2^{6n} + 26) - (",3,4,8,completed,completed,completed,completed,4194,3228
93,92,17aa8f66eed6,Let $A$ be the greatest common factor and let $B$ be the least common multiple o,0,0,8,completed,completed,completed,completed,1069,704
93,92,6105caa61fd4,Let $\{a_n\}$ be a sequence of integers such that $a_1=2016$ and \[\frac{a_{n-1},0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,3510,4493
93,92,931ce2836440,Let $p = 10009$ be a prime number. Determine the number of ordered pairs of inte,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,5609,5200
93,92,7e42282977f9,"The point $(-1, -2)$ is rotated $270^{\circ}$ counterclockwise about the point $",0,0,8,completed,completed,completed,completed,1463,957
94,93,7a9f6554ee66,"A jar contains red, blue, and yellow candies. There are $14\%$ more yellow candi",0,0,8,completed,completed,completed,completed,976,654
94,93,b54035fc850c,"Chloe and Zoe are both students in Ms. Demeanor's math class. Last night, they e",7,4,8,completed,completed,completed,completed,1428,1253
94,93,a154552f7eb6,"How many sequences of $5$ positive integers $(a, b, c, d, e)$ satisfy the inequa",0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,5000,5257
94,93,9fdcf1fb0a2e,Let $ABC$ be a triangle with $\angle A = 60^\circ$. Line $\ell$ intersects segme,0,0,8,truncated_length,truncated_length,truncated_length,truncated_length,5397,6651
94,93,24316a0c81e5,"Let $S_n = n^2 + 20n + 12$, where $n$ is a positive integer. Determine the sum o",0,0,8,completed,completed,completed,completed,4122,2030
94,93,bb5ce38529d8,"Let Akbar and Birbal together have $n$ marbles, where $n > 0$. Akbar says to Bir",2,3,8,completed,completed,completed,completed,3192,3781
94,93,a6179f919b51,The diagonals of convex quadrilateral $BSCT$ meet at the midpoint $M$ of $\overl,0,0,8,completed,truncated_length,truncated_length,truncated_length,3830,5065
94,93,3a0fae65bc90,The symbolism $\lfloor x \rfloor$ denotes the largest integer not exceeding $x$.,0,0,8,completed,completed,completed,completed,1757,1474
95,94,e0ca9d36e4f1,"Call a number ""Sam-azing"" if it is equal to the sum of its digits times the prod",2,3,8,completed,completed,completed,completed,1894,1947
95,94,323219424ad0,"Find the number of ordered pairs \((a, b)\) of positive integers that are soluti",3,3,8,truncated_length,completed,truncated_length,completed,4392,4391
95,94,c43300b120cb,How many positive integers are there such that $\left \lfloor \frac{m}{11} \righ,1,0,8,completed,completed,completed,completed,1734,1818
95,94,9d46e4cd82f0,"How many triples \((a,b,c)\) of positive integers strictly less than 51 are ther",0,0,8,completed,completed,completed,completed,3046,2082
95,94,545f03ea4191,"If $A$ and $B$ are nonzero digits, then find the number of digits (not necessari",4,3,8,completed,completed,completed,completed,1670,1331
95,94,3d2d8fbe1825,Mady has an infinite number of balls and empty boxes available to her. The empty,1,0,8,truncated_length,completed,completed,completed,6047,4203
95,94,248c68928984,"The average of the numbers $1, 2, 3,\dots, 98, 99,$ and $x$ is $100x$. What is $",0,0,8,completed,completed,completed,completed,1564,1843
95,94,15e81f344081,The grid below contains five rows with six points in each row. Points that are a,0,0,8,completed,completed,completed,completed,1536,1534
96,95,333aad119852,A $12 \times 12$ board is divided into $144$ unit squares by drawing lines paral,2,2,8,completed,completed,completed,completed,4916,4316
96,95,04bfc123b468,Determine the minimum value of the expression $2x^4 - 2x^2y^2 + y^4 - 8x^2 + 18$,6,5,8,truncated_length,completed,completed,completed,4064,3594
96,95,eeba1974de29,"If $a, b,$ and $c$ are digits for which \[ \begin{array}{cccc} & 7 & a & 2 \\ - ",1,0,8,completed,completed,completed,completed,1509,2021
96,95,c45fa26cb044,"In the equation $\frac{1}{j} + \frac{1}{k} = \frac{1}{3}$, both $j$ and $k$ are ",0,0,8,completed,completed,completed,completed,1287,1409
96,95,bd1a7a460e5f,"Let $ABCD$ be a convex quadrilateral with $AB = AD$, $m\angle A = 40^{\circ}$, $",5,2,8,completed,completed,completed,completed,2707,2409
